-3.8928e-08	-3.8947e-08	-3.895e-08	-3.8959e-08	-3.896e-08	-3.8956e-08	-3.8944e-08	-3.8935e-08	-3.8942e-08	-3.8944e-08	-3.895e-08	-3.8955e-08	-3.8959e-08	-3.8964e-08	-3.8965e-08	-3.8956e-08	-3.8942e-08	-3.893e-08	-3.8936e-08	-3.8924e-08	-3.8924e-08	-3.893e-08	-3.8933e-08	-3.8939e-08	-3.8954e-08	-3.8956e-08	-3.8937e-08	-3.8943e-08	-3.8948e-08	-3.8957e-08	-3.8953e-08	-3.8964e-08	-3.8967e-08	-3.8972e-08	-3.8968e-08	-3.8968e-08	-3.8955e-08	-3.8945e-08	-3.8942e-08	-3.8935e-08	-3.8935e-08	-3.8934e-08	-3.8934e-08	-3.8943e-08	-3.8936e-08	-3.8942e-08	-3.8933e-08	-3.8942e-08	-3.8939e-08	-3.8926e-08	-3.8939e-08	-3.8963e-08	-3.8969e-08	-3.8979e-08	-3.8976e-08	-3.8967e-08	-3.8952e-08	-3.8952e-08	-3.8946e-08	-3.8944e-08	-3.8938e-08	-3.8935e-08	-3.8942e-08	-3.8945e-08	-3.8949e-08	-3.8946e-08	-3.8953e-08	-3.8941e-08	-3.8938e-08	-3.8926e-08	-3.8914e-08	-3.8912e-08	-3.8918e-08	-3.8937e-08	-3.8961e-08	-3.8955e-08	-3.8971e-08	-3.8977e-08	-3.8959e-08	-3.8968e-08	-3.8959e-08	-3.8949e-08	-3.8946e-08	-3.8952e-08	-3.8958e-08	-3.8961e-08	-3.896e-08	-3.896e-08	-3.8959e-08	-3.8952e-08	-3.8939e-08	-3.8926e-08	-3.8922e-08	-3.8918e-08	-3.8924e-08	-3.8938e-08	-3.8934e-08	-3.8957e-08	-3.8956e-08	-3.8979e-08
-3.895e-08	-3.8957e-08	-3.896e-08	-3.8957e-08	-3.8947e-08	-3.8938e-08	-3.8937e-08	-3.8933e-08	-3.8929e-08	-3.894e-08	-3.8945e-08	-3.8949e-08	-3.8954e-08	-3.8961e-08	-3.8953e-08	-3.8951e-08	-3.8933e-08	-3.8937e-08	-3.8928e-08	-3.8926e-08	-3.8929e-08	-3.8951e-08	-3.8963e-08	-3.8963e-08	-3.8954e-08	-3.8969e-08	-3.896e-08	-3.896e-08	-3.8954e-08	-3.8956e-08	-3.8956e-08	-3.8959e-08	-3.8962e-08	-3.8968e-08	-3.8964e-08	-3.8961e-08	-3.8948e-08	-3.8933e-08	-3.8926e-08	-3.892e-08	-3.8919e-08	-3.8922e-08	-3.8934e-08	-3.8943e-08	-3.8934e-08	-3.8936e-08	-3.8936e-08	-3.8942e-08	-3.8942e-08	-3.8945e-08	-3.8948e-08	-3.896e-08	-3.8969e-08	-3.8969e-08	-3.8966e-08	-3.8966e-08	-3.8967e-08	-3.8958e-08	-3.8946e-08	-3.894e-08	-3.8931e-08	-3.8934e-08	-3.8937e-08	-3.8941e-08	-3.8941e-08	-3.8945e-08	-3.8936e-08	-3.8939e-08	-3.8928e-08	-3.8931e-08	-3.8922e-08	-3.8944e-08	-3.8941e-08	-3.8963e-08	-3.8961e-08	-3.8982e-08	-3.897e-08	-3.8965e-08	-3.895e-08	-3.8962e-08	-3.895e-08	-3.8944e-08	-3.8947e-08	-3.895e-08	-3.8953e-08	-3.8956e-08	-3.8959e-08	-3.8959e-08	-3.8955e-08	-3.8942e-08	-3.8935e-08	-3.8925e-08	-3.8918e-08	-3.8914e-08	-3.8915e-08	-3.892e-08	-3.8961e-08	-3.8977e-08	-3.8975e-08	-3.8957e-08
-3.8963e-08	-3.8965e-08	-3.8954e-08	-3.8946e-08	-3.8951e-08	-3.8946e-08	-3.8937e-08	-3.8932e-08	-3.893e-08	-3.8931e-08	-3.8931e-08	-3.8932e-08	-3.8944e-08	-3.8945e-08	-3.8942e-08	-3.8933e-08	-3.893e-08	-3.8927e-08	-3.894e-08	-3.8955e-08	-3.8977e-08	-3.8977e-08	-3.8986e-08	-3.8983e-08	-3.8983e-08	-3.8959e-08	-3.8959e-08	-3.8947e-08	-3.8944e-08	-3.8938e-08	-3.8945e-08	-3.8945e-08	-3.8951e-08	-3.8954e-08	-3.8955e-08	-3.8952e-08	-3.8937e-08	-3.8934e-08	-3.8928e-08	-3.8929e-08	-3.8923e-08	-3.8926e-08	-3.8933e-08	-3.8927e-08	-3.8931e-08	-3.894e-08	-3.8953e-08	-3.895e-08	-3.8938e-08	-3.8954e-08	-3.8951e-08	-3.8961e-08	-3.8958e-08	-3.8968e-08	-3.8968e-08	-3.8971e-08	-3.8965e-08	-3.8956e-08	-3.8944e-08	-3.8939e-08	-3.893e-08	-3.893e-08	-3.893e-08	-3.8936e-08	-3.8948e-08	-3.8942e-08	-3.8942e-08	-3.8942e-08	-3.8927e-08	-3.8932e-08	-3.8932e-08	-3.8941e-08	-3.895e-08	-3.8971e-08	-3.8979e-08	-3.8982e-08	-3.8966e-08	-3.8972e-08	-3.8965e-08	-3.8955e-08	-3.8945e-08	-3.895e-08	-3.8943e-08	-3.8945e-08	-3.8941e-08	-3.894e-08	-3.8942e-08	-3.8941e-08	-3.894e-08	-3.8933e-08	-3.8926e-08	-3.8913e-08	-3.8914e-08	-3.8935e-08	-3.8964e-08	-3.8978e-08	-3.8974e-08	-3.8961e-08	-3.8942e-08	-3.8944e-08
-3.895e-08	-3.895e-08	-3.8949e-08	-3.896e-08	-3.8959e-08	-3.8954e-08	-3.8941e-08	-3.8942e-08	-3.8931e-08	-3.8938e-08	-3.8939e-08	-3.8945e-08	-3.8949e-08	-3.8952e-08	-3.8947e-08	-3.8935e-08	-3.8926e-08	-3.8926e-08	-3.8917e-08	-3.8916e-08	-3.8938e-08	-3.8965e-08	-3.898e-08	-3.898e-08	-3.8982e-08	-3.8979e-08	-3.8963e-08	-3.8957e-08	-3.895e-08	-3.8947e-08	-3.8949e-08	-3.8952e-08	-3.8951e-08	-3.8954e-08	-3.8953e-08	-3.8953e-08	-3.8946e-08	-3.8934e-08	-3.893e-08	-3.8924e-08	-3.8923e-08	-3.8932e-08	-3.8938e-08	-3.8938e-08	-3.8965e-08	-3.8958e-08	-3.8958e-08	-3.8949e-08	-3.8933e-08	-3.8933e-08	-3.8948e-08	-3.8951e-08	-3.8957e-08	-3.896e-08	-3.896e-08	-3.8963e-08	-3.896e-08	-3.8951e-08	-3.8939e-08	-3.893e-08	-3.8924e-08	-3.8924e-08	-3.8928e-08	-3.8931e-08	-3.8937e-08	-3.8944e-08	-3.895e-08	-3.8947e-08	-3.8935e-08	-3.8923e-08	-3.893e-08	-3.8945e-08	-3.8964e-08	-3.8976e-08	-3.898e-08	-3.8977e-08	-3.8965e-08	-3.8965e-08	-3.8962e-08	-3.8959e-08	-3.895e-08	-3.8948e-08	-3.8945e-08	-3.8948e-08	-3.8954e-08	-3.8957e-08	-3.8957e-08	-3.8951e-08	-3.8941e-08	-3.8932e-08	-3.8926e-08	-3.8919e-08	-3.8919e-08	-3.8922e-08	-3.8927e-08	-3.8933e-08	-3.8956e-08	-3.8962e-08	-3.897e-08	-3.8972e-08
-3.896e-08	-3.8964e-08	-3.8964e-08	-3.8953e-08	-3.8941e-08	-3.8939e-08	-3.8933e-08	-3.8933e-08	-3.8934e-08	-3.8928e-08	-3.8935e-08	-3.8942e-08	-3.8942e-08	-3.8946e-08	-3.8946e-08	-3.8943e-08	-3.8935e-08	-3.8926e-08	-3.8923e-08	-3.8945e-08	-3.8966e-08	-3.8976e-08	-3.8979e-08	-3.8979e-08	-3.897e-08	-3.897e-08	-3.8955e-08	-3.8952e-08	-3.8949e-08	-3.8953e-08	-3.8947e-08	-3.8953e-08	-3.8956e-08	-3.8956e-08	-3.8959e-08	-3.8953e-08	-3.8937e-08	-3.8925e-08	-3.8922e-08	-3.8913e-08	-3.8916e-08	-3.8916e-08	-3.8937e-08	-3.8956e-08	-3.898e-08	-3.8955e-08	-3.8946e-08	-3.8955e-08	-3.8937e-08	-3.8943e-08	-3.8952e-08	-3.8955e-08	-3.8952e-08	-3.8962e-08	-3.8959e-08	-3.8959e-08	-3.8953e-08	-3.8946e-08	-3.894e-08	-3.8925e-08	-3.8922e-08	-3.8926e-08	-3.8923e-08	-3.8926e-08	-3.8935e-08	-3.8941e-08	-3.8945e-08	-3.8948e-08	-3.8945e-08	-3.8948e-08	-3.8951e-08	-3.8961e-08	-3.8964e-08	-3.8973e-08	-3.8976e-08	-3.898e-08	-3.8974e-08	-3.8961e-08	-3.8955e-08	-3.8946e-08	-3.8946e-08	-3.8946e-08	-3.8946e-08	-3.8943e-08	-3.8946e-08	-3.8942e-08	-3.8948e-08	-3.8957e-08	-3.895e-08	-3.8934e-08	-3.8921e-08	-3.8914e-08	-3.891e-08	-3.8924e-08	-3.8935e-08	-3.8958e-08	-3.8963e-08	-3.8961e-08	-3.8962e-08	-3.8963e-08
-3.8954e-08	-3.8959e-08	-3.8965e-08	-3.8958e-08	-3.8954e-08	-3.8945e-08	-3.8938e-08	-3.8929e-08	-3.8926e-08	-3.8923e-08	-3.8926e-08	-3.8932e-08	-3.8948e-08	-3.8939e-08	-3.894e-08	-3.8934e-08	-3.8944e-08	-3.8944e-08	-3.8945e-08	-3.896e-08	-3.8961e-08	-3.8974e-08	-3.8977e-08	-3.8975e-08	-3.8972e-08	-3.8973e-08	-3.8958e-08	-3.8952e-08	-3.8953e-08	-3.8941e-08	-3.8944e-08	-3.8948e-08	-3.8948e-08	-3.8951e-08	-3.8945e-08	-3.894e-08	-3.8937e-08	-3.8922e-08	-3.8916e-08	-3.8913e-08	-3.8928e-08	-3.8934e-08	-3.8943e-08	-3.897e-08	-3.8986e-08	-3.8979e-08	-3.8949e-08	-3.8949e-08	-3.8927e-08	-3.8936e-08	-3.8939e-08	-3.8945e-08	-3.8948e-08	-3.8953e-08	-3.8953e-08	-3.8953e-08	-3.895e-08	-3.8943e-08	-3.8931e-08	-3.8921e-08	-3.8915e-08	-3.8915e-08	-3.8921e-08	-3.8936e-08	-3.8978e-08	-3.8981e-08	-3.8975e-08	-3.8966e-08	-3.8956e-08	-3.895e-08	-3.8959e-08	-3.8947e-08	-3.8962e-08	-3.8965e-08	-3.8968e-08	-3.8961e-08	-3.8961e-08	-3.8958e-08	-3.8952e-08	-3.894e-08	-3.8934e-08	-3.893e-08	-3.8933e-08	-3.8927e-08	-3.893e-08	-3.8936e-08	-3.8945e-08	-3.8941e-08	-3.8941e-08	-3.8938e-08	-3.8943e-08	-3.8943e-08	-3.8954e-08	-3.8957e-08	-3.8956e-08	-3.8952e-08	-3.8957e-08	-3.8949e-08	-3.8945e-08	-3.8946e-08
-3.8961e-08	-3.8963e-08	-3.8962e-08	-3.8956e-08	-3.8947e-08	-3.8945e-08	-3.8922e-08	-3.8915e-08	-3.8908e-08	-3.8907e-08	-3.891e-08	-3.8944e-08	-3.8981e-08	-3.8984e-08	-3.8975e-08	-3.8964e-08	-3.8943e-08	-3.8947e-08	-3.8945e-08	-3.8955e-08	-3.8959e-08	-3.8962e-08	-3.8966e-08	-3.8964e-08	-3.8965e-08	-3.8959e-08	-3.8948e-08	-3.8939e-08	-3.8933e-08	-3.8928e-08	-3.8925e-08	-3.8934e-08	-3.8931e-08	-3.8941e-08	-3.8956e-08	-3.8943e-08	-3.894e-08	-3.8928e-08	-3.8924e-08	-3.8933e-08	-3.8948e-08	-3.8966e-08	-3.8974e-08	-3.8974e-08	-3.8973e-08	-3.8979e-08	-3.8969e-08	-3.8959e-08	-3.8931e-08	-3.8933e-08	-3.8933e-08	-3.8935e-08	-3.8938e-08	-3.8946e-08	-3.8943e-08	-3.8948e-08	-3.8939e-08	-3.8936e-08	-3.8923e-08	-3.8911e-08	-3.8908e-08	-3.8917e-08	-3.896e-08	-3.8969e-08	-3.8973e-08	-3.8973e-08	-3.8962e-08	-3.8962e-08	-3.896e-08	-3.8942e-08	-3.8946e-08	-3.8947e-08	-3.8942e-08	-3.8959e-08	-3.8966e-08	-3.8967e-08	-3.8965e-08	-3.8957e-08	-3.8949e-08	-3.8944e-08	-3.8942e-08	-3.894e-08	-3.8932e-08	-3.893e-08	-3.8936e-08	-3.894e-08	-3.8943e-08	-3.8949e-08	-3.8946e-08	-3.8932e-08	-3.8934e-08	-3.8939e-08	-3.8946e-08	-3.8955e-08	-3.8958e-08	-3.896e-08	-3.8956e-08	-3.8953e-08	-3.8947e-08	-3.8939e-08
-3.8956e-08	-3.8962e-08	-3.8956e-08	-3.8953e-08	-3.8945e-08	-3.8931e-08	-3.8923e-08	-3.8916e-08	-3.8915e-08	-3.8921e-08	-3.8948e-08	-3.896e-08	-3.8975e-08	-3.8975e-08	-3.8978e-08	-3.8963e-08	-3.8951e-08	-3.8949e-08	-3.8943e-08	-3.8938e-08	-3.8954e-08	-3.8961e-08	-3.8961e-08	-3.8962e-08	-3.8957e-08	-3.8951e-08	-3.8946e-08	-3.8934e-08	-3.8929e-08	-3.8923e-08	-3.893e-08	-3.8931e-08	-3.8934e-08	-3.8941e-08	-3.8944e-08	-3.8938e-08	-3.8929e-08	-3.8929e-08	-3.8936e-08	-3.8945e-08	-3.8957e-08	-3.8969e-08	-3.8972e-08	-3.8975e-08	-3.8978e-08	-3.8969e-08	-3.8962e-08	-3.8956e-08	-3.8946e-08	-3.8937e-08	-3.8933e-08	-3.8936e-08	-3.8939e-08	-3.8944e-08	-3.8941e-08	-3.8947e-08	-3.8946e-08	-3.8931e-08	-3.8924e-08	-3.8912e-08	-3.8902e-08	-3.8947e-08	-3.8968e-08	-3.8971e-08	-3.898e-08	-3.898e-08	-3.8977e-08	-3.8964e-08	-3.8955e-08	-3.8952e-08	-3.8943e-08	-3.8933e-08	-3.8943e-08	-3.8943e-08	-3.8952e-08	-3.8955e-08	-3.8952e-08	-3.8946e-08	-3.894e-08	-3.8928e-08	-3.8928e-08	-3.8922e-08	-3.8919e-08	-3.8916e-08	-3.8931e-08	-3.8943e-08	-3.8982e-08	-3.8988e-08	-3.8988e-08	-3.8957e-08	-3.8953e-08	-3.8931e-08	-3.8945e-08	-3.8937e-08	-3.8948e-08	-3.8952e-08	-3.8953e-08	-3.8948e-08	-3.8945e-08	-3.8936e-08
-3.8955e-08	-3.8955e-08	-3.8958e-08	-3.8953e-08	-3.8935e-08	-3.8928e-08	-3.8924e-08	-3.8917e-08	-3.8922e-08	-3.8962e-08	-3.8962e-08	-3.8965e-08	-3.898e-08	-3.895e-08	-3.8951e-08	-3.8954e-08	-3.8955e-08	-3.8953e-08	-3.8938e-08	-3.8948e-08	-3.8949e-08	-3.8956e-08	-3.896e-08	-3.8964e-08	-3.8958e-08	-3.8956e-08	-3.8947e-08	-3.8933e-08	-3.893e-08	-3.8925e-08	-3.8925e-08	-3.8928e-08	-3.8932e-08	-3.8944e-08	-3.8938e-08	-3.8938e-08	-3.8938e-08	-3.8931e-08	-3.8943e-08	-3.8946e-08	-3.8949e-08	-3.896e-08	-3.8969e-08	-3.8971e-08	-3.8974e-08	-3.897e-08	-3.896e-08	-3.8947e-08	-3.8944e-08	-3.8937e-08	-3.893e-08	-3.8938e-08	-3.8943e-08	-3.8946e-08	-3.8945e-08	-3.8959e-08	-3.8943e-08	-3.8939e-08	-3.893e-08	-3.8929e-08	-3.8941e-08	-3.8961e-08	-3.8964e-08	-3.897e-08	-3.8972e-08	-3.8969e-08	-3.8969e-08	-3.8966e-08	-3.8953e-08	-3.8941e-08	-3.8935e-08	-3.8932e-08	-3.8932e-08	-3.8933e-08	-3.8936e-08	-3.894e-08	-3.8946e-08	-3.8941e-08	-3.8935e-08	-3.8926e-08	-3.8927e-08	-3.8912e-08	-3.8916e-08	-3.8938e-08	-3.8966e-08	-3.897e-08	-3.8979e-08	-3.8977e-08	-3.898e-08	-3.8968e-08	-3.8959e-08	-3.8938e-08	-3.894e-08	-3.894e-08	-3.8942e-08	-3.8938e-08	-3.8949e-08	-3.8947e-08	-3.8942e-08	-3.8942e-08
-3.895e-08	-3.8954e-08	-3.8946e-08	-3.8951e-08	-3.8953e-08	-3.8933e-08	-3.892e-08	-3.8907e-08	-3.8924e-08	-3.896e-08	-3.8972e-08	-3.8974e-08	-3.898e-08	-3.8976e-08	-3.897e-08	-3.8963e-08	-3.8951e-08	-3.8935e-08	-3.8941e-08	-3.8935e-08	-3.8941e-08	-3.8938e-08	-3.8944e-08	-3.8944e-08	-3.8948e-08	-3.8948e-08	-3.893e-08	-3.8918e-08	-3.8915e-08	-3.8909e-08	-3.8912e-08	-3.8937e-08	-3.8955e-08	-3.8983e-08	-3.8983e-08	-3.8974e-08	-3.8969e-08	-3.896e-08	-3.8948e-08	-3.8945e-08	-3.8948e-08	-3.8952e-08	-3.8958e-08	-3.8961e-08	-3.8959e-08	-3.8956e-08	-3.895e-08	-3.8941e-08	-3.8944e-08	-3.8932e-08	-3.8929e-08	-3.893e-08	-3.8936e-08	-3.8936e-08	-3.8939e-08	-3.8943e-08	-3.8952e-08	-3.894e-08	-3.8934e-08	-3.8931e-08	-3.8937e-08	-3.8956e-08	-3.8968e-08	-3.8974e-08	-3.8974e-08	-3.8974e-08	-3.8962e-08	-3.8959e-08	-3.8953e-08	-3.8944e-08	-3.8935e-08	-3.8935e-08	-3.8938e-08	-3.8938e-08	-3.895e-08	-3.8947e-08	-3.895e-08	-3.894e-08	-3.8934e-08	-3.8925e-08	-3.8925e-08	-3.8927e-08	-3.8927e-08	-3.8945e-08	-3.896e-08	-3.896e-08	-3.8968e-08	-3.8962e-08	-3.8961e-08	-3.8958e-08	-3.8954e-08	-3.8953e-08	-3.8949e-08	-3.8942e-08	-3.8944e-08	-3.8943e-08	-3.8945e-08	-3.8944e-08	-3.8946e-08	-3.8942e-08
-3.8945e-08	-3.8952e-08	-3.8953e-08	-3.8948e-08	-3.8947e-08	-3.8927e-08	-3.8919e-08	-3.893e-08	-3.8954e-08	-3.8962e-08	-3.8961e-08	-3.8969e-08	-3.8971e-08	-3.8971e-08	-3.8964e-08	-3.8958e-08	-3.8939e-08	-3.8939e-08	-3.8939e-08	-3.8939e-08	-3.8938e-08	-3.8942e-08	-3.8945e-08	-3.8939e-08	-3.8942e-08	-3.8936e-08	-3.8927e-08	-3.8915e-08	-3.8903e-08	-3.891e-08	-3.895e-08	-3.8957e-08	-3.8978e-08	-3.8973e-08	-3.8982e-08	-3.898e-08	-3.8965e-08	-3.8947e-08	-3.8954e-08	-3.8955e-08	-3.8955e-08	-3.8956e-08	-3.8956e-08	-3.896e-08	-3.8951e-08	-3.8942e-08	-3.8943e-08	-3.8937e-08	-3.8943e-08	-3.8922e-08	-3.892e-08	-3.8923e-08	-3.8923e-08	-3.8939e-08	-3.8936e-08	-3.8954e-08	-3.8954e-08	-3.8951e-08	-3.8945e-08	-3.8942e-08	-3.8948e-08	-3.896e-08	-3.8963e-08	-3.8969e-08	-3.8969e-08	-3.8972e-08	-3.8968e-08	-3.8965e-08	-3.8952e-08	-3.8943e-08	-3.8933e-08	-3.893e-08	-3.8932e-08	-3.8938e-08	-3.894e-08	-3.894e-08	-3.8943e-08	-3.8942e-08	-3.8935e-08	-3.8923e-08	-3.891e-08	-3.8922e-08	-3.8955e-08	-3.8967e-08	-3.8972e-08	-3.8966e-08	-3.8972e-08	-3.8971e-08	-3.8971e-08	-3.8959e-08	-3.8935e-08	-3.8938e-08	-3.8932e-08	-3.8935e-08	-3.8939e-08	-3.8942e-08	-3.8943e-08	-3.8953e-08	-3.8948e-08	-3.8952e-08
-3.894e-08	-3.894e-08	-3.8956e-08	-3.8951e-08	-3.8934e-08	-3.893e-08	-3.8935e-08	-3.8937e-08	-3.8951e-08	-3.8972e-08	-3.8969e-08	-3.8977e-08	-3.8971e-08	-3.8965e-08	-3.8952e-08	-3.8949e-08	-3.8943e-08	-3.8944e-08	-3.8938e-08	-3.8938e-08	-3.8938e-08	-3.8938e-08	-3.8938e-08	-3.8939e-08	-3.8933e-08	-3.893e-08	-3.8933e-08	-3.8921e-08	-3.8924e-08	-3.8933e-08	-3.8946e-08	-3.8964e-08	-3.8973e-08	-3.8976e-08	-3.8954e-08	-3.896e-08	-3.8954e-08	-3.8951e-08	-3.8951e-08	-3.8944e-08	-3.895e-08	-3.895e-08	-3.8953e-08	-3.8952e-08	-3.8949e-08	-3.8943e-08	-3.8939e-08	-3.8936e-08	-3.8942e-08	-3.8926e-08	-3.8932e-08	-3.8916e-08	-3.8931e-08	-3.8955e-08	-3.8977e-08	-3.8986e-08	-3.8967e-08	-3.8955e-08	-3.8958e-08	-3.8955e-08	-3.8955e-08	-3.8949e-08	-3.8949e-08	-3.8955e-08	-3.8958e-08	-3.8959e-08	-3.8959e-08	-3.8956e-08	-3.8951e-08	-3.8936e-08	-3.8927e-08	-3.8922e-08	-3.8925e-08	-3.8926e-08	-3.8936e-08	-3.8933e-08	-3.8937e-08	-3.8941e-08	-3.8935e-08	-3.8927e-08	-3.8921e-08	-3.8937e-08	-3.8947e-08	-3.8972e-08	-3.8969e-08	-3.8975e-08	-3.8979e-08	-3.8969e-08	-3.8966e-08	-3.8957e-08	-3.895e-08	-3.8947e-08	-3.894e-08	-3.8935e-08	-3.894e-08	-3.8935e-08	-3.8942e-08	-3.8946e-08	-3.8943e-08	-3.8949e-08
-3.8941e-08	-3.8946e-08	-3.8944e-08	-3.8949e-08	-3.8945e-08	-3.8943e-08	-3.8945e-08	-3.8944e-08	-3.894e-08	-3.8955e-08	-3.896e-08	-3.8963e-08	-3.8962e-08	-3.8964e-08	-3.8961e-08	-3.8948e-08	-3.8942e-08	-3.8935e-08	-3.8941e-08	-3.8938e-08	-3.8943e-08	-3.8946e-08	-3.894e-08	-3.894e-08	-3.893e-08	-3.8927e-08	-3.8933e-08	-3.893e-08	-3.8936e-08	-3.8951e-08	-3.8951e-08	-3.8969e-08	-3.8978e-08	-3.8975e-08	-3.8969e-08	-3.895e-08	-3.895e-08	-3.8947e-08	-3.8941e-08	-3.8947e-08	-3.8941e-08	-3.8938e-08	-3.8944e-08	-3.8944e-08	-3.8941e-08	-3.8948e-08	-3.8936e-08	-3.8933e-08	-3.8945e-08	-3.8912e-08	-3.8915e-08	-3.8927e-08	-3.8946e-08	-3.8973e-08	-3.898e-08	-3.8971e-08	-3.8971e-08	-3.8965e-08	-3.8957e-08	-3.8957e-08	-3.8954e-08	-3.8955e-08	-3.8958e-08	-3.8952e-08	-3.8956e-08	-3.8959e-08	-3.8957e-08	-3.8951e-08	-3.8942e-08	-3.8931e-08	-3.8928e-08	-3.8922e-08	-3.892e-08	-3.8926e-08	-3.8936e-08	-3.8936e-08	-3.894e-08	-3.8937e-08	-3.8934e-08	-3.8928e-08	-3.8947e-08	-3.8935e-08	-3.895e-08	-3.8965e-08	-3.8971e-08	-3.8971e-08	-3.8977e-08	-3.8976e-08	-3.8966e-08	-3.896e-08	-3.8949e-08	-3.8939e-08	-3.8935e-08	-3.8931e-08	-3.8935e-08	-3.8933e-08	-3.8937e-08	-3.8944e-08	-3.8948e-08	-3.896e-08
-3.8941e-08	-3.8949e-08	-3.8936e-08	-3.8956e-08	-3.8961e-08	-3.8952e-08	-3.8947e-08	-3.8935e-08	-3.8932e-08	-3.8941e-08	-3.8949e-08	-3.8958e-08	-3.8966e-08	-3.8964e-08	-3.8963e-08	-3.8946e-08	-3.8944e-08	-3.8942e-08	-3.8943e-08	-3.8934e-08	-3.8935e-08	-3.8939e-08	-3.8942e-08	-3.8945e-08	-3.8936e-08	-3.8939e-08	-3.8933e-08	-3.8924e-08	-3.8939e-08	-3.8951e-08	-3.8969e-08	-3.8975e-08	-3.8977e-08	-3.8971e-08	-3.8961e-08	-3.8949e-08	-3.8945e-08	-3.8945e-08	-3.8944e-08	-3.8938e-08	-3.894e-08	-3.8937e-08	-3.8945e-08	-3.8948e-08	-3.8944e-08	-3.895e-08	-3.8946e-08	-3.8925e-08	-3.8936e-08	-3.8921e-08	-3.8923e-08	-3.8944e-08	-3.8975e-08	-3.8974e-08	-3.8977e-08	-3.8968e-08	-3.8958e-08	-3.8952e-08	-3.8952e-08	-3.8949e-08	-3.8948e-08	-3.8948e-08	-3.8948e-08	-3.8948e-08	-3.8948e-08	-3.8948e-08	-3.8942e-08	-3.8939e-08	-3.893e-08	-3.8924e-08	-3.8911e-08	-3.8911e-08	-3.8915e-08	-3.8927e-08	-3.8948e-08	-3.8976e-08	-3.8976e-08	-3.8979e-08	-3.897e-08	-3.8961e-08	-3.8946e-08	-3.8946e-08	-3.8949e-08	-3.8952e-08	-3.8956e-08	-3.8962e-08	-3.8962e-08	-3.8962e-08	-3.8959e-08	-3.8947e-08	-3.8938e-08	-3.8932e-08	-3.8923e-08	-3.8927e-08	-3.8924e-08	-3.893e-08	-3.893e-08	-3.8958e-08	-3.8973e-08	-3.8964e-08
-3.8937e-08	-3.8959e-08	-3.8956e-08	-3.8956e-08	-3.8949e-08	-3.8939e-08	-3.8935e-08	-3.8946e-08	-3.8947e-08	-3.8951e-08	-3.8952e-08	-3.8956e-08	-3.8957e-08	-3.8951e-08	-3.8943e-08	-3.8937e-08	-3.8934e-08	-3.8924e-08	-3.8918e-08	-3.8915e-08	-3.8936e-08	-3.8927e-08	-3.896e-08	-3.896e-08	-3.8977e-08	-3.8983e-08	-3.8977e-08	-3.8964e-08	-3.8936e-08	-3.8951e-08	-3.8956e-08	-3.8959e-08	-3.8965e-08	-3.8964e-08	-3.8967e-08	-3.8961e-08	-3.8945e-08	-3.8926e-08	-3.8926e-08	-3.8929e-08	-3.8929e-08	-3.8932e-08	-3.8935e-08	-3.8935e-08	-3.8941e-08	-3.8932e-08	-3.8941e-08	-3.8929e-08	-3.8939e-08	-3.8936e-08	-3.8948e-08	-3.8964e-08	-3.8971e-08	-3.8965e-08	-3.8974e-08	-3.8975e-08	-3.8969e-08	-3.8955e-08	-3.8943e-08	-3.8931e-08	-3.8932e-08	-3.8932e-08	-3.8939e-08	-3.8943e-08	-3.8943e-08	-3.8947e-08	-3.8944e-08	-3.8938e-08	-3.8936e-08	-3.8939e-08	-3.8946e-08	-3.8925e-08	-3.8944e-08	-3.8941e-08	-3.8959e-08	-3.8962e-08	-3.895e-08	-3.8944e-08	-3.895e-08	-3.8962e-08	-3.8959e-08	-3.8959e-08	-3.8958e-08	-3.8961e-08	-3.8963e-08	-3.8966e-08	-3.8965e-08	-3.8961e-08	-3.8942e-08	-3.894e-08	-3.8933e-08	-3.8926e-08	-3.8915e-08	-3.891e-08	-3.8927e-08	-3.8925e-08	-3.8956e-08	-3.8957e-08	-3.8973e-08	-3.897e-08
